DATE,CSUSHPISA,CURRCIR,M2SL,CPIAUCSL,INDPRO,PCE,DSPIC96,TTLHHM156N,TOTALSL,DPSACBW027SBOG,GDPr,MORTGAGE30US,REAINTRATREARAT10Y,UNRATE,CIVPART,SPREAD,PSAVERT,MICH,MSACSR,CPIAUCSL_1,CPIAUCSL_2,CPIAUCSL_3,DSPIC96_1,DSPIC96_2,DSPIC96_3,SPREAD_1,SPREAD_2,SPREAD_3,MORTGAGE30US_1,MORTGAGE30US_2,MORTGAGE30US_3,UNRATE_1,UNRATE_2,UNRATE_3
1997-07-01,2.856471066144639,6.240989826102616,4.877614760057369,2.142489008410653,6.552774451882382,5.499177227032703,3.251854934518761,1.0776792827657644,6.151041198806606,8.582955102824652,4.714817092022727,-0.75,-0.16938413000000008,-0.5999999999999996,0.29999999999999716,0.7000000000000002,5.8,2.7,-21.79836512261578,2.208988527228417,2.2131791728697614,2.4051792318521947,2.595035109276722,2.8704389535951336,3.693079831279533,0.9300000000000006,1.21,1.38,-0.6299999999999999,-0.1299999999999999,0.21000000000000085,-0.2999999999999998,-0.6999999999999993,-0.5
1997-08-01,2.949359688379083,6.078533304548728,5.543268536085577,2.2642476749759943,7.044805111121288,5.746379111488231,3.5272583611492436,1.273076024960318,5.864454100034422,9.207721370090383,4.694192851586543,-0.5199999999999996,-0.24090348000000006,-0.2999999999999998,0.5,0.7599999999999998,5.7,2.7,-21.57676348547717,2.142489008410653,2.208988527228417,2.2131791728697614,3.251854934518761,2.595035109276722,2.8704389535951336,0.7000000000000002,0.9300000000000006,1.21,-0.75,-0.6299999999999999,-0.1299999999999999,-0.5999999999999996,-0.2999999999999998,-0.6999999999999993
1997-09-01,3.069303716373195,6.059071169554731,5.688455053747354,2.1951336103534835,7.342222129060971,5.6005017832298165,3.561509586246281,1.5200649875115602,6.0458479204077875,8.94571783177911,4.296502630140786,-0.8000000000000007,-0.3699525699999997,-0.2999999999999998,0.19999999999998863,0.6699999999999999,5.9,2.8,-21.76966292134831,2.2642476749759943,2.142489008410653,2.208988527228417,3.5272583611492436,3.251854934518761,2.595035109276722,0.7599999999999998,0.7000000000000002,0.9300000000000006,-0.5199999999999996,-0.75,-0.6299999999999999,-0.2999999999999998,-0.5999999999999996,-0.2999999999999998
1997-10-01,3.2682647430358536,6.203897362802735,5.6550074565262065,2.0645087329157263,8.239901289543106,5.6406408239043415,4.066967292427037,1.4825835853745417,6.1461074050852105,8.724700570385302,4.261848289226577,-0.6299999999999999,-0.30175873,-0.5,0.09999999999999432,0.5300000000000002,5.9,2.8,-22.836879432624112,2.1951336103534835,2.2642476749759943,2.142489008410653,3.561509586246281,3.5272583611492436,3.251854934518761,0.6699999999999999,0.7599999999999998,0.7000000000000002,-0.8000000000000007,-0.5199999999999996,-0.75,-0.2999999999999998,-0.2999999999999998,-0.5999999999999996
1997-11-01,3.6211612821508865,6.536338340786951,5.627677199595027,1.872713905069734,8.160397684774257,5.629738479998814,4.45085044085225,1.5083153456906473,5.483846227054556,8.916875695294202,3.8561233018267416,-0.41000000000000014,-0.16868991999999983,-0.8000000000000007,0.20000000000000284,0.3600000000000003,6.1,2.9,-22.93178519593614,2.0645087329157263,2.1951336103534835,2.2642476749759943,4.066967292427037,3.561509586246281,3.5272583611492436,0.5300000000000002,0.6699999999999999,0.7599999999999998,-0.6299999999999999,-0.8000000000000007,-0.5199999999999996,-0.5,-0.2999999999999998,-0.2999999999999998
1997-12-01,3.9486671151399477,6.986299164023269,5.460185684895258,1.6828069280650837,7.958617372873267,5.665113132902633,4.706373919601781,1.0120182764492114,5.5339845613175065,8.456907334899544,5.037381134308738,-0.5,-0.031084069999999908,-0.7000000000000002,0.20000000000000284,0.3099999999999996,6.1,2.8,-22.22222222222222,1.872713905069734,2.0645087329157263,2.1951336103534835,4.45085044085225,4.066967292427037,3.561509586246281,0.3600000000000003,0.5300000000000002,0.6699999999999999,-0.41000000000000014,-0.6299999999999999,-0.8000000000000007,-0.8000000000000007,-0.5,-0.2999999999999998
1998-01-01,4.267127514894931,6.510210531168514,5.618144783574053,1.6179568876268924,8.233030167584499,5.024027392923358,5.308624921700655,1.4698010975290998,4.785160273700306,7.922256117061632,3.941905959820602,-0.8300000000000001,-0.41456617000000007,-0.7000000000000002,0.09999999999999432,-0.019999999999999574,7.0,2.3,-21.276595744680847,1.6828069280650837,1.872713905069734,2.0645087329157263,4.706373919601781,4.45085044085225,4.066967292427037,0.3099999999999996,0.3600000000000003,0.5300000000000002,-0.5,-0.41000000000000014,-0.6299999999999999,-0.7000000000000002,-0.8000000000000007,-0.5
1998-02-01,4.440166222810049,6.703679869431856,6.116433798165133,1.4299280011417004,7.230114923927111,5.195740947863392,5.686567341182958,1.1609247788653576,4.833673596703569,8.31442088549661,4.678113795837291,-0.6100000000000003,-0.43630597999999976,-0.6000000000000005,0.19999999999998863,0.0600000000000005,7.0,2.4,-21.23076923076923,1.6179568876268924,1.6828069280650837,1.872713905069734,5.308624921700655,4.706373919601781,4.45085044085225,-0.019999999999999574,0.3099999999999996,0.3600000000000003,-0.8300000000000001,-0.5,-0.41000000000000014,-0.7000000000000002,-0.7000000000000002,-0.8000000000000007
1998-03-01,4.616364430943065,6.625710926951367,6.349069431045784,1.3673301900209545,6.635691232172558,5.286607327653492,5.807843756259601,1.427377784204964,5.296253612360058,8.659542818823507,5.595494755607611,-0.7700000000000005,-0.45604384,-0.5,0.0,0.16000000000000014,7.1,2.5,-18.600953895071537,1.4299280011417004,1.6179568876268924,1.6828069280650837,5.686567341182958,5.308624921700655,4.706373919601781,0.0600000000000005,-0.019999999999999574,0.3099999999999996,-0.6100000000000003,-0.8300000000000001,-0.5,-0.6000000000000005,-0.7000000000000002,-0.7000000000000002
1998-04-01,4.9069796867798665,6.524722885222722,6.5682437160324625,1.4281521841404299,6.889344769752537,5.848350933544744,6.068668657455056,1.6006884585802794,6.5590008905754615,8.33475915052233,3.1984685463404716,-1.0000000000000009,-0.70440784,-0.7999999999999998,-0.09999999999999432,0.1899999999999995,6.9,2.4,-18.019480519480524,1.3673301900209545,1.4299280011417004,1.6179568876268924,5.807843756259601,5.686567341182958,5.308624921700655,0.16000000000000014,0.0600000000000005,-0.019999999999999574,-0.7700000000000005,-0.6100000000000003,-0.8300000000000001,-0.5,-0.6000000000000005,-0.7000000000000002
1998-05-01,5.169150879003048,6.505405904311523,6.836872666509564,1.6744577273802186,6.979658227303176,6.688572400881654,6.048675368538525,1.2914581437579287,6.392041579571384,8.053314020247626,4.42751619480628,-0.8000000000000007,-0.5439388900000002,-0.5,-0.09999999999999432,0.16000000000000014,6.6,2.6,-17.41293532338307,1.4281521841404299,1.3673301900209545,1.4299280011417004,6.068668657455056,5.807843756259601,5.686567341182958,0.1899999999999995,0.16000000000000014,0.0600000000000005,-1.0000000000000009,-0.7700000000000005,-0.6100000000000003,-0.7999999999999998,-0.5,-0.6000000000000005
1998-06-01,5.449397304638026,6.3781614362049766,6.877779459613365,1.6099418934181209,5.930642143496279,6.6451209729219585,6.293908628523681,1.4141620361185048,6.85934138208939,7.753464860798243,4.403947656523677,-0.6900000000000004,-0.40811087000000024,-0.5,-0.09999999999999432,-0.05999999999999961,6.5,2.7,-16.183986371379888,1.6744577273802186,1.4281521841404299,1.3673301900209545,6.048675368538525,6.068668657455056,5.807843756259601,0.16000000000000014,0.1899999999999995,0.16000000000000014,-0.8000000000000007,-1.0000000000000009,-0.7700000000000005,-0.5,-0.7999999999999998,-0.5
1998-07-01,5.669866557332615,6.305941646130453,6.890282096514966,1.730574709759214,4.69044528445659,5.967430949946362,6.080870024650231,1.1155261682532114,6.890810828121552,6.782859575142197,3.394917022797017,-0.5499999999999998,-0.42917070999999973,-0.40000000000000036,-0.20000000000000284,-0.08000000000000007,6.6,2.6,-14.982578397212553,1.6099418934181209,1.6744577273802186,1.4281521841404299,6.293908628523681,6.048675368538525,6.068668657455056,-0.05999999999999961,0.16000000000000014,0.1899999999999995,-0.6900000000000004,-0.8000000000000007,-1.0000000000000009,-0.5,-0.5,-0.7999999999999998
1998-08-01,5.913527586606815,6.686176745706174,6.6307373241670575,1.6039825681036568,5.735427319879349,5.873821654418343,5.876196998784167,0.9479112573020032,6.899501949783637,6.682758278478573,3.664015262940268,-0.5600000000000005,-0.3091717199999997,-0.2999999999999998,-0.20000000000000284,-0.20999999999999996,6.5,2.4,-14.28571428571429,1.730574709759214,1.6099418934181209,1.6744577273802186,6.080870024650231,6.293908628523681,6.048675368538525,-0.08000000000000007,-0.05999999999999961,0.16000000000000014,-0.5499999999999998,-0.6900000000000004,-0.8000000000000007,-0.40000000000000036,-0.5,-0.5
1998-09-01,6.108838223666435,6.981329171879036,7.150496192266154,1.4167160264780598,4.710078616502411,6.2939514146256315,5.896723779290802,1.0222214342164193,7.091330969339538,6.8953562977883465,4.991414165872499,-0.71,-0.6546303099999999,-0.3000000000000007,0.10000000000000853,-0.7000000000000002,6.1,2.3,-12.926391382405743,1.6039825681036568,1.730574709759214,1.6099418934181209,5.876196998784167,6.080870024650231,6.293908628523681,-0.20999999999999996,-0.08000000000000007,-0.05999999999999961,-0.5600000000000005,-0.5499999999999998,-0.6900000000000004,-0.2999999999999998,-0.40000000000000036,-0.5
1998-10-01,6.265260982786458,7.593988138832231,7.603661306012732,1.4751343087072932,4.524798424901277,6.208326830747168,5.534008218175934,1.1304148400149927,7.075866918142459,6.773742010389583,4.685600454111949,-0.5800000000000001,-1.08144527,-0.20000000000000018,0.10000000000000853,-0.54,5.9,2.5,-11.397058823529404,1.4167160264780598,1.6039825681036568,1.730574709759214,5.896723779290802,5.876196998784167,6.080870024650231,-0.7000000000000002,-0.20999999999999996,-0.08000000000000007,-0.71,-0.5600000000000005,-0.5499999999999998,-0.3000000000000007,-0.2999999999999998,-0.40000000000000036
1998-11-01,6.227932522432056,7.356891516219299,7.936038329766681,1.4733231512984446,3.6243069762483593,6.070462800916587,5.282941630279936,1.2410623547429722,7.058352864104922,6.886928721935881,5.305190269579185,-0.33999999999999986,-0.7519263500000002,-0.1999999999999993,-0.10000000000000853,0.0,6.0,2.3,-9.981167608286256,1.4751343087072932,1.4167160264780598,1.6039825681036568,5.534008218175934,5.896723779290802,5.876196998784167,-0.54,-0.7000000000000002,-0.20999999999999996,-0.5800000000000001,-0.71,-0.5600000000000005,-0.20000000000000018,-0.3000000000000007,-0.2999999999999998
1998-12-01,6.252140079706514,7.078541252516235,8.1466512904246,1.5941477997688303,3.6081488590670396,6.436172541139307,4.880986260763898,1.7263592755025314,7.012904833896894,6.726076532116743,4.308371286571955,-0.35999999999999943,-0.69027123,-0.2999999999999998,0.0,-0.02999999999999936,5.5,2.5,-10.095238095238102,1.4733231512984446,1.4751343087072932,1.4167160264780598,5.282941630279936,5.534008218175934,5.896723779290802,0.0,-0.54,-0.7000000000000002,-0.33999999999999986,-0.5800000000000001,-0.71,-0.1999999999999993,-0.20000000000000018,-0.3000000000000007
